client_id,total_web_requests,unique_sessions,web_visit_count,demo_request_count,ai_assistant_request_count,promotional_event_count,contract_confirmation_count,proposal_download_count,high_intent_hits,web_error_count,avg_response_time_ms,first_web_event,last_web_event,top_page
CL11200,6,6,6,0,0,0,0,0,0,1,572.3,2025-01-18 18:31:24,2025-06-27 08:38:37,/
CL11201,6,6,6,3,0,0,1,0,4,0,524.2,2025-01-01 22:17:10,2025-06-05 18:19:02,/schedule-demo
CL11202,10,10,10,4,2,0,0,0,6,0,517.7,2025-02-12 00:08:47,2025-06-29 20:03:49,/schedule-demo
CL11203,6,6,6,0,0,0,0,0,0,0,415.5,2025-01-25 15:13:34,2025-05-09 08:21:37,/
CL11204,11,11,11,0,1,1,0,0,2,0,487.2,2025-01-07 14:17:58,2025-06-30 15:04:11,/
CL11205,11,11,11,2,0,0,0,1,3,0,476.0,2025-01-10 11:22:45,2025-06-25 02:37:00,/pricing
CL11206,12,12,12,2,3,0,0,0,5,0,461.7,2025-02-24 08:31:41,2025-06-18 09:42:39,/ai-assistant
CL11207,12,12,12,0,2,0,0,0,2,2,539.3,2025-02-10 00:10:34,2025-06-20 15:21:46,/
CL11208,11,11,11,3,2,0,0,0,5,0,483.3,2025-01-12 17:56:32,2025-06-23 14:17:28,/case-studies
CL11209,11,11,11,2,0,1,0,0,3,1,615.2,2025-02-11 23:38:43,2025-06-25 14:49:40,/
CL11210,7,7,7,0,0,0,0,0,0,2,654.9,2025-01-26 13:54:08,2025-05-11 20:50:30,/services
CL11211,7,7,7,0,0,0,0,0,0,0,545.0,2025-01-14 13:04:19,2025-06-26 08:31:20,/
CL11212,12,12,12,0,1,0,0,0,1,1,525.1,2025-01-03 22:56:24,2025-06-23 13:21:42,/pricing
CL11213,13,13,13,2,0,0,0,0,2,1,532.3,2025-01-06 16:12:36,2025-06-28 08:51:05,/case-studies
CL11214,12,12,12,2,0,0,0,0,2,1,504.5,2025-01-25 02:11:26,2025-06-05 01:08:57,/
CL11215,11,11,11,1,2,1,0,0,4,2,500.8,2025-03-07 11:53:00,2025-06-09 08:36:55,/
CL11216,6,6,6,1,1,0,0,0,2,0,489.3,2025-01-08 00:59:29,2025-04-27 17:36:00,/pricing
CL11217,5,5,5,0,1,0,0,0,1,1,262.2,2025-01-30 07:21:38,2025-04-01 05:19:21,/services
CL11218,8,8,8,1,0,0,0,0,1,0,428.9,2025-02-25 15:22:59,2025-06-20 14:00:12,/
CL11219,5,5,5,2,0,0,0,0,2,0,415.6,2025-01-03 18:34:45,2025-05-19 18:56:00,/schedule-demo
CL11220,11,11,11,0,2,0,0,0,2,1,493.9,2025-02-01 18:38:37,2025-06-23 00:10:40,/
CL11221,9,9,9,0,1,0,0,0,1,2,555.9,2025-02-23 12:47:12,2025-06-24 11:05:29,/contact
CL11222,7,7,7,0,1,0,0,0,1,1,560.6,2025-02-13 03:13:43,2025-03-30 23:41:06,/services
CL11223,5,5,5,1,0,0,0,0,1,0,371.4,2025-01-21 11:38:20,2025-06-16 22:46:19,/case-studies
CL11224,8,8,8,0,0,1,0,0,1,0,430.4,2025-01-05 21:12:58,2025-06-28 03:29:46,/services
CL11225,9,9,9,4,0,0,0,0,4,0,458.7,2025-01-16 11:07:19,2025-06-23 04:50:17,/schedule-demo
CL11226,7,7,7,1,1,0,0,0,2,0,420.7,2025-01-09 22:26:55,2025-06-27 18:55:38,/case-studies
CL11227,4,4,4,0,1,0,0,0,1,0,370.0,2025-01-04 13:05:41,2025-06-01 16:48:04,/
CL11228,11,11,11,1,4,0,0,1,6,1,705.7,2025-01-12 06:53:40,2025-06-10 05:09:48,/
CL11229,9,9,9,3,0,0,3,0,6,0,541.8,2025-01-05 23:47:11,2025-06-28 16:18:54,/contract/confirm
CL11230,6,6,6,0,2,0,0,0,2,0,542.7,2025-02-16 16:16:37,2025-06-13 05:26:09,/ai-assistant
CL11231,7,7,7,1,0,0,0,0,1,0,481.0,2025-01-12 05:29:50,2025-05-10 17:19:29,/case-studies
CL11232,10,10,10,0,0,1,0,0,1,1,305.3,2025-01-26 19:08:48,2025-04-21 23:00:07,/services
CL11233,9,9,9,0,0,0,0,0,0,1,536.6,2025-04-03 12:56:52,2025-06-28 16:04:33,/services
CL11234,5,5,5,0,1,0,0,0,1,1,579.6,2025-02-02 18:45:18,2025-06-03 19:58:01,/pricing
CL11235,13,13,13,1,3,0,0,0,4,0,463.8,2025-01-04 02:45:00,2025-06-22 17:17:02,/
CL11236,12,12,12,3,1,0,0,0,4,1,522.3,2025-01-11 23:56:23,2025-06-26 07:15:18,/pricing
CL11237,4,4,4,0,1,0,0,0,1,0,499.8,2025-01-31 04:55:43,2025-05-16 04:14:57,/
CL11238,4,4,4,0,1,0,0,0,1,0,542.0,2025-03-10 04:08:20,2025-06-05 08:52:34,/
CL11239,8,8,8,0,1,1,0,0,2,0,652.0,2025-01-08 00:50:20,2025-06-26 12:46:05,/services
CL11240,7,7,7,1,0,1,0,0,2,0,327.9,2025-03-01 10:26:15,2025-06-20 05:02:31,/pricing
CL11241,9,9,9,1,0,0,0,0,1,0,418.7,2025-01-02 05:45:35,2025-06-08 19:59:03,/pricing
CL11242,11,11,11,0,0,1,0,0,1,0,508.6,2025-01-03 11:50:03,2025-05-16 07:17:28,/case-studies
CL11243,11,11,11,1,1,0,0,2,4,0,455.5,2025-02-07 05:41:54,2025-06-23 22:06:03,/
CL11244,10,10,10,1,0,0,0,0,1,2,703.8,2025-01-11 06:24:43,2025-06-27 01:08:12,/
CL11245,15,15,15,2,2,2,0,0,6,2,516.2,2025-01-18 16:05:52,2025-06-30 18:30:54,/
CL11246,12,12,12,0,2,0,0,0,2,0,429.1,2025-01-21 04:56:00,2025-06-14 04:55:24,/services
CL11247,11,11,11,0,2,0,2,1,5,0,502.6,2025-01-08 06:32:52,2025-06-17 22:57:29,/
CL11248,10,10,10,0,1,0,0,0,1,1,810.8,2025-01-18 04:41:26,2025-06-25 15:25:22,/
CL11249,12,12,12,0,1,1,0,0,2,1,502.2,2025-01-02 09:17:59,2025-06-22 16:28:40,/services
CL11250,6,6,6,1,0,0,0,1,2,0,472.7,2025-03-05 16:25:49,2025-06-11 20:30:02,/services
CL11251,9,9,9,0,0,0,0,0,0,1,458.8,2025-01-08 17:18:11,2025-06-21 14:19:44,/services
CL11252,9,9,9,0,0,1,0,0,1,1,456.2,2025-01-04 23:52:28,2025-06-20 13:02:51,/pricing
CL11253,11,11,11,2,2,0,0,0,4,0,481.6,2025-01-11 14:42:01,2025-06-21 04:54:05,/services
CL11254,8,8,8,2,1,0,0,0,3,0,456.4,2025-02-10 03:50:38,2025-06-27 14:09:33,/services
CL11255,7,7,7,0,2,0,0,0,2,0,509.0,2025-01-14 18:55:58,2025-06-28 07:36:30,/
CL11256,9,9,9,2,0,0,0,0,2,0,472.9,2025-01-04 08:45:42,2025-05-30 02:06:57,/services
CL11257,12,12,12,0,1,2,0,0,3,1,455.6,2025-01-08 16:49:21,2025-06-05 11:08:12,/
CL11258,4,4,4,0,0,0,0,0,0,0,543.5,2025-04-10 23:32:06,2025-06-12 07:01:19,/
CL11259,8,8,8,0,2,0,0,0,2,0,448.1,2025-01-04 15:05:20,2025-06-29 12:05:15,/
CL11260,14,14,14,0,3,0,0,0,3,1,729.7,2025-01-07 14:09:38,2025-06-12 21:09:26,/
CL11261,10,10,10,0,1,0,0,0,1,0,550.4,2025-01-09 05:01:48,2025-06-10 20:06:20,/services
CL11262,15,15,15,0,1,0,0,0,1,0,551.6,2025-01-26 22:58:39,2025-06-21 14:54:36,/
CL11263,14,14,14,0,1,0,0,0,1,0,486.2,2025-01-16 14:59:07,2025-06-26 04:46:36,/
CL11264,14,14,14,1,2,0,1,1,5,2,689.5,2025-01-01 20:17:12,2025-05-18 23:35:21,/services
CL11265,7,7,7,0,1,0,0,0,1,1,519.0,2025-02-13 12:29:23,2025-06-04 20:01:58,/
CL11266,8,8,8,3,0,1,0,0,4,0,472.5,2025-01-03 19:28:34,2025-06-27 18:07:29,/schedule-demo
CL11267,6,6,6,2,0,0,0,0,2,0,416.7,2025-03-04 04:55:35,2025-05-26 06:40:59,/pricing
CL11268,14,14,14,1,1,0,0,0,2,0,420.9,2025-01-25 03:38:15,2025-06-26 02:10:48,/contact
CL11269,12,12,12,0,1,1,0,0,2,0,604.0,2025-01-07 08:53:08,2025-06-25 07:38:38,/pricing
CL11270,11,11,11,0,0,1,0,0,1,0,406.9,2025-01-26 13:53:12,2025-06-30 00:54:25,/
CL11271,8,8,8,2,0,0,0,0,2,0,415.1,2025-02-04 08:25:47,2025-06-20 09:55:22,/
CL11272,6,6,6,0,1,0,0,0,1,0,568.3,2025-01-20 09:39:53,2025-04-25 14:09:18,/
CL11273,9,9,9,2,2,0,0,0,4,2,356.4,2025-01-26 07:36:56,2025-06-24 18:39:54,/ai-assistant
CL11274,8,8,8,0,2,0,0,0,2,2,522.4,2025-01-11 11:05:35,2025-06-29 23:29:07,/
CL11275,11,11,11,0,2,0,0,0,2,2,524.0,2025-01-02 17:27:37,2025-06-06 07:26:59,/
CL11276,11,11,11,2,2,1,0,0,5,1,420.1,2025-01-02 06:50:51,2025-06-17 11:18:57,/services
CL11277,10,10,10,0,3,0,0,0,3,1,508.5,2025-02-20 10:20:27,2025-06-12 17:22:21,/
CL11278,12,12,12,0,2,0,0,0,2,2,648.6,2025-02-11 06:16:40,2025-06-28 06:17:59,/services
CL11279,16,16,16,0,0,0,0,0,0,1,467.7,2025-01-09 19:18:06,2025-05-20 10:06:29,/services
CL11280,8,8,8,0,0,1,0,0,1,0,560.6,2025-01-09 02:56:00,2025-06-28 03:34:49,/pricing
CL11281,9,9,9,2,0,0,0,0,2,1,440.6,2025-01-18 03:02:26,2025-06-30 09:51:11,/pricing
CL11282,5,5,5,2,1,0,0,0,3,1,781.4,2025-01-01 20:48:58,2025-03-22 09:13:56,/schedule-demo
CL11283,5,5,5,0,0,1,0,0,1,0,549.4,2025-02-09 20:12:18,2025-05-25 08:30:28,/services
CL11284,14,14,14,3,2,0,0,0,5,1,417.0,2025-01-02 00:41:43,2025-06-26 12:38:58,/case-studies
CL11285,12,12,12,0,3,1,0,0,4,1,492.2,2025-01-10 00:07:32,2025-06-26 23:54:40,/
CL11286,14,14,14,5,1,0,0,0,6,0,545.6,2025-01-18 00:34:33,2025-06-04 12:23:52,/schedule-demo
CL11287,9,9,9,0,0,0,0,0,0,1,466.2,2025-01-08 14:29:15,2025-06-14 06:08:19,/pricing
CL11288,15,15,15,5,1,0,0,0,6,0,476.1,2025-02-06 06:44:55,2025-06-23 22:45:54,/schedule-demo
CL11289,8,8,8,0,2,0,0,0,2,0,471.5,2025-01-14 12:07:53,2025-05-02 05:56:22,/ai-assistant
CL11290,9,9,9,0,1,0,0,0,1,1,604.6,2025-01-13 20:39:34,2025-05-16 23:28:17,/
CL11291,7,7,7,0,2,0,0,0,2,0,466.0,2025-02-04 04:40:03,2025-05-09 05:41:37,/ai-assistant
CL11292,11,11,11,3,0,1,0,0,4,0,470.8,2025-01-19 00:35:39,2025-06-25 22:21:30,/schedule-demo
CL11293,17,17,17,5,1,0,1,1,8,1,535.8,2025-01-05 18:36:12,2025-06-29 19:58:48,/schedule-demo
CL11294,11,11,11,0,1,0,0,0,1,0,474.2,2025-01-06 02:34:35,2025-06-13 17:58:52,/
CL11295,6,6,6,1,0,1,0,0,2,1,605.7,2025-02-09 08:31:35,2025-06-23 16:09:07,/case-studies
CL11296,13,13,13,0,1,0,0,0,1,2,528.0,2025-01-07 18:08:13,2025-06-15 08:38:51,/services
CL11297,15,15,15,2,3,0,0,0,5,0,411.2,2025-01-07 20:30:19,2025-06-11 16:54:47,/ai-assistant
CL11298,8,8,8,0,0,0,0,0,0,0,382.8,2025-01-02 20:38:49,2025-05-30 14:41:21,/pricing
CL11299,9,9,9,0,1,0,0,0,1,0,364.7,2025-02-11 09:35:44,2025-06-23 20:08:22,/
CL11300,8,8,8,2,0,0,0,0,2,0,269.6,2025-01-15 19:46:38,2025-05-16 21:31:55,/
CL11301,9,9,9,0,0,0,0,1,1,0,559.2,2025-01-27 08:00:23,2025-06-02 19:16:18,/
CL11302,7,7,7,1,1,0,0,0,2,1,444.1,2025-01-06 14:31:38,2025-06-20 01:32:26,/contact
CL11303,12,12,12,2,0,0,0,1,3,2,549.0,2025-01-04 22:12:36,2025-06-27 09:23:47,/pricing
CL11304,7,7,7,3,0,0,0,0,3,0,400.7,2025-02-08 23:17:54,2025-06-27 03:34:41,/schedule-demo
CL11305,10,10,10,1,0,0,0,2,3,0,412.9,2025-01-15 01:03:53,2025-06-13 06:50:41,/contact
CL11306,15,15,15,4,3,0,0,0,7,0,474.8,2025-01-11 05:13:06,2025-06-09 10:10:37,/schedule-demo
CL11307,7,7,7,0,0,0,0,0,0,0,387.7,2025-01-14 11:43:00,2025-04-25 02:46:23,/
CL11308,13,13,13,3,2,2,0,0,7,1,469.3,2025-01-21 13:46:56,2025-06-23 05:51:09,/
CL11309,4,4,4,1,0,0,0,0,1,0,552.0,2025-01-24 18:26:26,2025-03-27 12:07:45,/
CL11310,13,13,13,0,0,2,0,0,2,2,550.1,2025-01-18 16:42:45,2025-06-08 22:12:04,/
CL11311,9,9,9,2,1,0,0,2,5,0,308.2,2025-01-12 14:05:16,2025-06-10 07:31:51,/proposal/download
CL11312,5,5,5,0,2,2,0,0,4,0,380.6,2025-01-25 03:14:19,2025-05-17 18:44:14,/ai-assistant
CL11313,7,7,7,0,1,0,0,1,2,0,421.7,2025-02-02 21:26:24,2025-06-06 12:57:35,/
CL11314,11,11,11,1,4,0,0,1,6,0,423.1,2025-01-15 13:04:36,2025-06-29 12:47:36,/ai-assistant
CL11315,10,10,10,0,0,1,0,0,1,0,410.4,2025-01-30 10:38:16,2025-06-28 18:43:04,/services
CL11316,6,6,6,0,0,0,0,0,0,2,927.0,2025-03-01 18:55:41,2025-06-20 03:49:16,/
CL11317,6,6,6,0,0,1,0,0,1,0,472.5,2025-01-15 13:11:50,2025-04-29 06:37:04,/services
CL11318,8,8,8,1,0,0,2,0,3,1,623.6,2025-01-09 16:19:43,2025-06-29 14:36:49,/services
CL11319,17,17,17,3,2,0,0,1,6,1,550.5,2025-01-04 21:30:27,2025-06-29 04:40:33,/
CL11320,17,17,17,0,0,1,0,0,1,0,520.9,2025-01-17 04:49:12,2025-06-05 06:59:37,/
CL11321,9,9,9,0,0,0,0,0,0,0,418.4,2025-02-02 15:35:43,2025-06-13 06:04:12,/services
CL11322,11,11,11,2,0,0,0,0,2,0,462.4,2025-01-23 06:51:01,2025-06-04 05:42:47,/
CL11323,5,5,5,0,1,0,0,0,1,0,504.4,2025-01-14 18:04:04,2025-04-15 00:02:24,/pricing
CL11324,16,16,16,0,2,1,0,0,3,1,483.1,2025-01-01 18:05:39,2025-06-20 22:16:00,/services
CL11325,13,13,13,4,1,1,0,0,6,2,578.3,2025-01-11 15:10:11,2025-06-26 02:02:47,/
CL11326,11,11,11,0,0,1,0,0,1,0,443.5,2025-01-24 21:48:42,2025-06-16 14:07:41,/
CL11327,5,5,5,0,1,0,0,0,1,0,645.2,2025-01-18 21:30:06,2025-03-21 06:56:00,/
CL11328,12,12,12,2,2,1,0,1,6,2,709.5,2025-01-01 19:13:36,2025-06-13 18:30:39,/
CL11329,3,3,3,0,0,0,0,0,0,0,294.0,2025-01-02 09:06:52,2025-05-16 19:20:03,/services
CL11330,9,9,9,2,3,0,1,0,6,1,540.4,2025-01-26 21:45:39,2025-06-06 19:41:13,/ai-assistant
CL11331,9,9,9,0,0,1,0,0,1,0,504.3,2025-01-26 18:24:35,2025-06-17 05:15:31,/case-studies
CL11332,4,4,4,0,2,0,0,0,2,1,629.0,2025-01-20 06:14:52,2025-05-01 05:15:40,/ai-assistant
CL11333,14,14,14,0,0,0,0,0,0,1,444.7,2025-01-07 10:50:02,2025-06-17 20:16:55,/
CL11334,15,15,15,0,3,0,0,0,3,4,643.3,2025-01-14 17:12:42,2025-06-16 12:30:05,/services
CL11335,5,5,5,0,0,0,0,0,0,0,337.4,2025-01-01 08:47:13,2025-06-25 19:18:32,/pricing
CL11336,10,10,10,0,0,0,0,0,0,0,545.2,2025-01-03 11:34:08,2025-06-20 22:40:57,/
CL11337,15,15,15,0,0,1,0,0,1,1,570.6,2025-01-04 08:50:33,2025-06-13 06:18:28,/services
CL11338,11,11,11,4,0,1,0,0,5,0,352.0,2025-01-19 06:00:24,2025-04-26 07:39:10,/schedule-demo
CL11339,8,8,8,0,0,0,0,0,0,0,403.5,2025-02-02 23:33:38,2025-06-29 03:00:43,/
CL11340,6,6,6,1,0,0,0,0,1,0,584.3,2025-01-25 17:02:49,2025-04-30 06:04:55,/
CL11341,9,9,9,0,1,0,0,0,1,0,443.6,2025-01-10 04:27:44,2025-05-22 06:06:21,/
CL11342,7,7,7,0,1,0,0,0,1,1,490.4,2025-01-16 14:31:19,2025-06-24 22:12:20,/services
CL11343,9,9,9,0,0,0,0,0,0,0,500.1,2025-02-02 03:47:27,2025-06-18 14:35:10,/contact
CL11344,6,6,6,1,1,0,0,0,2,0,559.0,2025-01-03 06:17:12,2025-06-27 14:51:13,/
CL11345,12,12,12,0,1,0,0,0,1,0,427.1,2025-01-06 12:12:01,2025-05-27 10:54:56,/
CL11346,14,14,14,0,0,1,0,0,1,1,516.9,2025-01-03 04:43:13,2025-06-28 06:20:04,/services
CL11347,10,10,10,2,0,0,0,1,3,0,521.2,2025-01-23 14:16:48,2025-06-23 15:28:35,/
CL11348,1,1,1,0,0,0,0,0,0,0,348.0,2025-02-17 03:21:03,2025-02-17 03:21:03,/pricing
CL11349,8,8,8,0,1,0,0,0,1,0,374.4,2025-02-27 04:20:15,2025-06-30 04:44:04,/contact
CL11350,8,8,8,0,0,1,0,0,1,1,325.4,2025-01-04 13:01:40,2025-06-07 21:59:57,/
CL11351,13,13,13,2,0,1,1,0,4,0,436.4,2025-01-13 04:16:10,2025-06-09 10:08:05,/
CL11352,6,6,6,0,1,0,0,0,1,1,552.5,2025-01-16 10:13:53,2025-04-15 11:59:53,/
CL11353,5,5,5,1,0,0,1,1,3,0,349.2,2025-01-30 18:58:35,2025-05-28 02:40:33,/contract/confirm
CL11354,11,11,11,1,2,1,2,0,6,0,460.4,2025-01-05 20:18:19,2025-06-30 01:53:06,/ai-assistant
CL11355,9,9,9,1,1,0,0,2,4,0,527.2,2025-01-01 18:52:20,2025-06-01 21:08:36,/
CL11356,16,16,16,2,1,0,0,1,4,1,506.4,2025-01-19 02:08:38,2025-06-30 17:50:53,/
CL11357,10,10,10,3,0,0,0,0,3,0,503.7,2025-01-03 08:06:10,2025-04-16 21:54:13,/schedule-demo
CL11358,8,8,8,2,0,0,0,1,3,0,406.9,2025-02-10 05:19:13,2025-06-28 14:21:02,/
CL11359,12,12,12,1,1,0,0,0,2,1,532.0,2025-01-12 01:08:11,2025-06-15 16:28:14,/services
CL11360,9,9,9,2,0,0,0,0,2,0,404.7,2025-01-20 15:10:10,2025-06-26 13:28:04,/case-studies
CL11361,6,6,6,0,1,0,0,0,1,1,347.0,2025-02-10 19:46:08,2025-06-13 17:55:24,/pricing
CL11362,7,7,7,0,0,1,0,0,1,2,481.0,2025-01-11 20:45:39,2025-06-23 06:57:35,/
CL11363,13,13,13,0,3,1,0,0,4,1,449.6,2025-01-10 09:26:16,2025-06-09 23:44:34,/
CL11364,8,8,8,0,0,1,0,0,1,0,529.8,2025-01-05 22:09:13,2025-06-08 22:46:59,/contact
CL11365,6,6,6,1,1,0,0,0,2,1,524.2,2025-02-06 21:02:20,2025-06-06 07:54:43,/
CL11366,7,7,7,1,2,0,0,0,3,2,445.0,2025-02-16 10:02:31,2025-06-18 02:55:46,/
CL11367,6,6,6,0,0,0,0,1,1,0,436.8,2025-02-20 12:55:28,2025-05-09 02:05:46,/
CL11368,8,8,8,0,0,0,0,0,0,1,595.5,2025-03-22 03:56:18,2025-05-15 05:36:59,/services
CL11369,6,6,6,0,0,0,0,0,0,0,492.2,2025-01-01 22:11:21,2025-05-18 10:56:21,/contact
CL11370,7,7,7,0,1,0,0,0,1,0,361.9,2025-01-06 06:53:22,2025-06-29 01:41:33,/
CL11371,12,12,12,0,3,2,0,0,5,1,451.8,2025-01-01 20:45:24,2025-06-05 09:46:42,/
CL11372,10,10,10,2,1,1,0,0,4,0,490.4,2025-01-23 00:48:18,2025-06-16 23:16:35,/
CL11373,10,10,10,0,1,0,0,0,1,1,543.2,2025-01-05 15:35:59,2025-05-28 22:42:52,/services
CL11374,12,12,12,1,2,0,0,0,3,0,405.8,2025-02-09 18:20:55,2025-06-18 01:06:07,/
CL11375,12,12,12,0,1,1,0,0,2,1,543.8,2025-01-03 16:57:07,2025-06-27 15:15:09,/pricing
CL11376,14,14,14,3,3,0,0,0,6,0,508.8,2025-01-11 22:58:58,2025-06-24 17:55:49,/ai-assistant
CL11377,10,10,10,1,0,1,0,0,2,0,437.9,2025-01-06 18:16:36,2025-05-29 17:01:39,/services
CL11378,7,7,7,0,0,1,0,0,1,1,631.7,2025-01-14 02:01:23,2025-06-30 17:09:52,/services
CL11379,10,10,10,2,0,0,0,0,2,0,506.9,2025-02-01 23:58:16,2025-05-01 19:56:26,/pricing
CL11380,7,7,7,3,1,0,0,0,4,1,521.4,2025-01-21 15:59:00,2025-06-01 15:20:06,/schedule-demo
CL11381,14,14,14,0,1,3,0,0,4,0,513.4,2025-01-04 15:48:28,2025-06-20 00:04:23,/
CL11382,13,13,13,2,3,1,1,0,7,2,507.8,2025-01-15 18:03:50,2025-06-08 15:56:42,/
CL11383,8,8,8,0,1,1,0,0,2,2,805.6,2025-02-16 18:36:21,2025-05-06 07:00:32,/
CL11384,7,7,7,0,1,1,0,0,2,0,336.3,2025-02-14 20:17:05,2025-05-13 18:20:47,/
CL11385,10,10,10,0,1,0,0,0,1,2,577.3,2025-01-09 11:46:58,2025-06-28 16:34:15,/
CL11386,7,7,7,2,0,0,0,1,3,0,326.7,2025-02-04 12:16:39,2025-05-01 18:40:56,/
CL11387,9,9,9,0,1,0,0,0,1,0,407.4,2025-01-08 20:25:49,2025-05-31 12:11:54,/
CL11388,5,5,5,0,1,0,1,1,3,0,364.8,2025-03-29 03:04:48,2025-05-20 12:24:39,/ai-assistant
CL11389,7,7,7,0,0,0,0,0,0,1,562.1,2025-01-02 07:53:42,2025-06-01 01:53:15,/
CL11390,10,10,10,1,2,0,0,1,4,0,582.4,2025-01-07 18:54:40,2025-06-26 16:05:29,/pricing
CL11391,14,14,14,0,1,1,0,0,2,0,402.7,2025-01-15 20:03:42,2025-06-18 18:59:59,/
CL11392,11,11,11,2,0,0,0,1,3,1,526.6,2025-02-25 01:04:45,2025-06-18 09:08:55,/
CL11393,11,11,11,0,1,0,0,0,1,0,436.8,2025-02-04 12:23:15,2025-05-14 01:11:34,/
CL11394,8,8,8,0,0,0,0,0,0,1,686.0,2025-01-01 14:08:23,2025-06-18 07:46:43,/
CL11395,7,7,7,0,0,0,0,0,0,0,446.7,2025-02-11 07:50:13,2025-06-15 13:20:28,/
CL11396,10,10,10,0,3,1,0,0,4,2,394.3,2025-01-08 20:02:09,2025-06-21 08:49:37,/
CL11397,17,17,17,3,1,0,0,0,4,0,520.6,2025-01-06 17:37:54,2025-06-25 13:20:44,/
CL11398,10,10,10,0,1,0,0,1,2,1,511.4,2025-01-15 06:32:12,2025-06-17 09:16:45,/pricing
CL11399,11,11,11,1,0,0,0,0,1,0,437.9,2025-01-02 20:35:13,2025-06-27 11:38:04,/
CL11400,9,9,9,3,1,0,0,1,5,0,520.7,2025-03-31 14:15:59,2025-06-27 15:10:45,/schedule-demo
CL11401,4,4,4,1,0,0,0,0,1,0,358.2,2025-03-24 11:22:08,2025-05-31 20:05:30,/
CL11402,8,8,8,1,0,1,0,0,2,0,368.5,2025-01-21 15:20:05,2025-06-23 17:12:03,/
CL11403,6,6,6,0,1,0,0,0,1,0,492.2,2025-01-16 20:54:57,2025-05-15 23:08:27,/services
CL11404,13,13,13,1,1,1,0,0,3,1,357.6,2025-01-27 06:48:45,2025-06-13 06:29:40,/
CL11405,8,8,8,0,2,0,0,0,2,1,406.8,2025-02-26 14:29:12,2025-05-26 04:22:30,/ai-assistant
CL11406,9,9,9,0,1,0,0,0,1,0,431.9,2025-01-06 20:45:04,2025-06-27 17:09:39,/services
CL11407,7,7,7,1,1,1,1,0,4,0,405.0,2025-03-06 13:10:42,2025-06-15 21:44:58,/contact
CL11408,16,16,16,0,0,2,0,0,2,0,440.8,2025-01-10 00:18:50,2025-06-16 04:44:00,/
CL11409,12,12,12,3,0,0,0,0,3,0,571.7,2025-01-01 17:55:18,2025-06-27 17:15:10,/
CL11410,7,7,7,0,1,0,0,0,1,1,611.0,2025-01-11 11:28:11,2025-05-02 06:13:40,/
CL11411,6,6,6,1,1,0,0,0,2,1,629.5,2025-04-06 01:11:29,2025-06-25 16:27:49,/services
CL11412,10,10,10,1,0,0,0,1,2,0,412.0,2025-01-05 11:03:06,2025-06-19 09:52:43,/pricing
CL11413,10,10,10,1,0,0,0,0,1,1,525.9,2025-01-06 00:57:28,2025-06-18 11:49:40,/pricing
CL11414,9,9,9,0,2,0,0,0,2,2,625.1,2025-03-07 14:26:52,2025-06-25 23:08:43,/pricing
CL11415,5,5,5,0,0,1,0,0,1,0,588.6,2025-01-11 13:00:27,2025-04-23 22:10:16,/services
CL11416,8,8,8,2,1,1,0,0,4,1,410.6,2025-01-03 09:44:26,2025-04-28 04:25:23,/schedule-demo
CL11417,11,11,11,0,2,0,0,0,2,2,811.7,2025-03-18 22:11:40,2025-05-27 13:24:46,/
CL11418,7,7,7,0,0,0,0,0,0,1,619.0,2025-01-18 12:11:27,2025-06-30 15:41:15,/services
CL11419,11,11,11,2,1,0,0,0,3,1,376.3,2025-02-06 07:22:25,2025-06-27 23:20:57,/pricing
CL11420,11,11,11,0,1,0,0,0,1,0,545.4,2025-01-11 10:12:47,2025-06-27 12:11:21,/services
CL11421,13,13,13,0,1,0,0,0,1,0,433.8,2025-02-03 22:37:07,2025-05-31 19:46:02,/services
CL11422,8,8,8,0,1,0,0,0,1,0,477.5,2025-01-31 18:51:48,2025-06-25 11:58:09,/pricing
CL11423,9,9,9,1,1,1,2,0,5,0,465.7,2025-01-19 11:08:28,2025-06-10 22:35:34,/contract/confirm
CL11424,10,10,10,1,4,0,0,0,5,1,350.5,2025-02-21 17:35:37,2025-06-13 13:37:20,/ai-assistant
CL11425,7,7,7,4,0,1,0,0,5,0,377.3,2025-01-10 21:16:04,2025-05-30 20:38:11,/schedule-demo
CL11426,10,10,10,0,0,3,0,0,3,1,471.9,2025-01-08 09:42:06,2025-06-16 09:56:09,/case-studies
CL11427,9,9,9,3,0,0,0,1,4,1,454.8,2025-02-09 21:22:01,2025-06-30 10:18:12,/
CL11428,7,7,7,0,1,0,0,0,1,0,389.3,2025-01-23 01:43:30,2025-06-21 21:59:48,/services
CL11429,9,9,9,0,0,0,0,1,1,0,373.6,2025-01-10 18:26:33,2025-06-02 22:15:50,/
CL11430,8,8,8,1,0,0,0,0,1,1,576.4,2025-01-17 07:37:49,2025-06-25 03:18:30,/services
CL11431,10,10,10,2,1,0,0,0,3,1,553.3,2025-01-24 16:12:57,2025-05-09 10:02:35,/services
CL11432,4,4,4,0,1,0,0,0,1,0,421.0,2025-02-08 02:30:50,2025-06-29 09:06:25,/services
CL11433,10,10,10,0,0,1,0,0,1,0,473.4,2025-01-02 03:56:28,2025-06-15 18:38:31,/services
CL11434,6,6,6,0,1,0,0,0,1,0,408.7,2025-01-04 18:17:41,2025-06-30 14:42:12,/
CL11435,9,9,9,1,0,0,0,0,1,2,596.3,2025-01-04 11:35:26,2025-06-22 20:09:44,/
