client_id,session_id,c_ip,company_size,country,country_group,city,latitude,longitude,market_priority,market_saturation_index,industry,service_type,service_category,marketing_channel,campaign_name,sales_rep_id,sales_rep_name,sales_team,monthly_rep_target,inquiry_date,demo_date,proposal_date,close_date,current_stage,has_inquiry,has_demo,has_proposal,converted,lead_score,conversion_probability,actual_revenue,forecast_revenue,target_revenue,revenue_gap,sales_cycle_days,currency,inquiry_submit_count,total_web_events,lead_quality,total_page_views,unique_pages_visited,avg_web_response_ms,web_error_hits,intent_score,commercial_readiness_score,priority_band,total_web_requests,unique_sessions,web_visit_count,demo_request_count,ai_assistant_request_count,promotional_event_count,contract_confirmation_count,proposal_download_count,high_intent_hits,web_error_count,avg_response_time_ms,first_web_event,last_web_event,top_page
CL11428,SESS71428,157.213.163.80,Enterprise,Zambia,SADC,Lusaka,-15.3875,28.3228,Medium,0.38,Hospitality,Fraud Monitoring Solution,Platform,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR004,Thato,South Africa Enterprise,460000,2025-01-19,2025-01-26,,,Demo Requested,1,1,0,0,61,0.2729,0.0,22474.8,18119.38,-18119.38,,BWP,1,7,Medium,7,6,475.4,0,64,62,Nurture,7,7,7,0,1,0,0,0,1,0,389.3,2025-01-23 01:43:30,2025-06-21 21:59:48,/services
CL11429,SESS71429,153.150.105.18,Micro,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Financial Services,AI Security Audit,Advisory,Industry Conference,Johannesburg FinTech Cyber Briefing,SR003,Lorato,South Africa Enterprise,480000,2025-05-29,2025-06-05,2025-06-10,,Proposal Sent,1,1,1,0,80,0.4163,0.0,14330.51,7573.5,-7573.5,,BWP,1,6,High,6,5,387.3,0,42,63,Nurture,9,9,9,0,0,0,0,1,1,0,373.6,2025-01-10 18:26:33,2025-06-02 22:15:50,/
CL11430,SESS71430,48.111.136.5,Small,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Telecommunications,AI Security Audit,Advisory,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR002,Kagiso,Botswana Core,390000,2025-04-03,2025-04-07,2025-04-11,,Proposal Sent,1,1,1,0,75,0.3872,0.0,15802.62,8979.14,-8979.14,,BWP,1,9,High,9,7,500.3,0,68,72,Sales Ready,8,8,8,1,0,0,0,0,1,1,576.4,2025-01-17 07:37:49,2025-06-25 03:18:30,/services
CL11431,SESS71431,101.104.61.223,Large,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Telecommunications,AI Security Audit,Advisory,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR006,Boitumelo,Regional Growth,400000,2025-06-21,2025-06-27,2025-06-29,,Proposal Sent,1,1,1,0,67,0.3116,0.0,19323.49,13643.52,-13643.52,,BWP,1,7,High,7,6,383.9,0,64,66,Sales Ready,10,10,10,2,1,0,0,0,3,1,553.3,2025-01-24 16:12:57,2025-05-09 10:02:35,/services
CL11432,SESS71432,90.171.229.92,Small,Angola,SADC,Luanda,-8.839,13.2894,Emerging,0.34,Hospitality,Fraud Monitoring Solution,Platform,Email Nurture,SME Security Education Series,SR002,Kagiso,Botswana Core,390000,2025-05-02,2025-05-04,2025-05-10,,Proposal Sent,1,1,1,0,65,0.2094,0.0,8676.84,9118.14,-9118.14,,BWP,1,9,Medium,9,8,479.7,0,78,71,Sales Ready,4,4,4,0,1,0,0,0,1,0,421.0,2025-02-08 02:30:50,2025-06-29 09:06:25,/services
CL11433,SESS71433,160.28.164.99,Medium,United Kingdom,International,London,51.5072,-0.1276,High,0.71,Healthcare,AI Security Audit,Advisory,Referral,Partner Referral Programme,SR008,Lesedi,International Expansion,500000,2025-01-09,,,,Inquiry,1,0,0,0,77,0.4593,0.0,25339.06,12136.3,-12136.3,,BWP,1,6,High,6,5,365.7,1,40,60,Nurture,10,10,10,0,0,1,0,0,1,0,473.4,2025-01-02 03:56:28,2025-06-15 18:38:31,/services
CL11434,SESS71434,88.204.119.160,Large,Namibia,SADC,Walvis Bay,-22.9576,14.5053,Medium,0.35,Education,Cloud Security Analytics,Analytics,Referral,Partner Referral Programme,SR003,Lorato,South Africa Enterprise,480000,2025-02-06,,,,Inquiry,1,0,0,0,88,0.4638,0.0,25340.46,12020.66,-12020.66,,BWP,1,5,Hot,5,5,483.6,0,40,66,Sales Ready,6,6,6,0,1,0,0,0,1,0,408.7,2025-01-04 18:17:41,2025-06-30 14:42:12,/
CL11435,SESS71435,104.164.163.58,Micro,Nigeria,Wider Africa,Lagos,6.5244,3.3792,High,0.62,Telecommunications,AI Security Audit,Advisory,Email Nurture,SME Security Education Series,SR005,Amogelang,Regional Growth,410000,2025-02-16,2025-02-22,2025-03-04,,Proposal Sent,1,1,1,0,55,0.1698,0.0,4935.04,6395.4,-6395.4,,BWP,1,7,Medium,7,6,362.0,0,64,59,Nurture,9,9,9,1,0,0,0,0,1,2,596.3,2025-01-04 11:35:26,2025-06-22 20:09:44,/
CL11436,SESS71436,101.98.81.101,Large,Nigeria,Wider Africa,Abuja,9.0765,7.3986,High,0.62,Financial Services,SME Security Package,SME,Email Nurture,SME Security Education Series,SR006,Boitumelo,Regional Growth,400000,2025-06-27,2025-06-30,,,Demo Requested,1,1,0,0,52,0.1784,0.0,7135.36,8800.0,-8800.0,,BWP,1,5,Medium,5,5,473.0,0,40,47,Nurture,10,10,10,1,0,0,0,0,1,1,506.5,2025-02-09 06:08:54,2025-06-30 22:32:29,/
CL11437,SESS71437,142.219.51.118,Large,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Government,SME Security Package,SME,Referral,Partner Referral Programme,SR002,Kagiso,Botswana Core,390000,2025-02-19,,,,Inquiry,1,0,0,0,63,0.3866,0.0,15767.39,8971.78,-8971.78,,BWP,1,7,Medium,7,5,426.4,0,54,59,Nurture,7,7,7,0,0,1,0,0,1,1,521.3,2025-01-13 02:07:30,2025-06-28 08:38:27,/
CL11438,SESS71438,135.201.108.27,Medium,Eswatini,SADC,Mbabane,-26.3054,31.1367,Emerging,0.27,Financial Services,AI Security Audit,Advisory,Email Nurture,SME Security Education Series,SR003,Lorato,South Africa Enterprise,480000,2025-04-16,,,,Inquiry,1,0,0,0,53,0.1291,0.0,7405.85,12622.5,-12622.5,,BWP,1,6,Medium,6,4,442.0,0,32,44,Low Priority,11,11,11,0,2,1,0,0,3,2,636.3,2025-02-02 12:24:06,2025-06-06 11:02:30,/
CL11439,SESS71439,135.175.102.140,Medium,United States,International,Austin,30.2672,-97.7431,High,0.76,Logistics,Executive Cyber Training,Training,Industry Conference,Johannesburg FinTech Cyber Briefing,SR008,Lesedi,International Expansion,500000,2025-06-21,,,,Inquiry,1,0,0,0,76,0.6391,0.0,13182.0,4537.81,-4537.81,,BWP,1,6,High,6,4,358.8,0,42,61,Nurture,10,10,10,0,1,1,0,0,2,0,439.5,2025-01-15 06:39:26,2025-06-14 19:27:19,/services
CL11440,SESS71440,174.20.22.91,Small,Rwanda,Wider Africa,Kigali,-1.9441,30.0619,Medium,0.41,Financial Services,Fraud Monitoring Solution,Platform,Email Nurture,SME Security Education Series,SR005,Amogelang,Regional Growth,410000,2025-06-27,2025-06-28,,,Demo Requested,1,1,0,0,63,0.2137,0.0,12499.24,12870.0,-12870.0,,BWP,1,5,Medium,5,5,446.6,1,38,52,Nurture,9,9,9,1,1,0,0,0,2,0,346.3,2025-01-02 07:14:18,2025-05-15 02:45:14,/
CL11441,SESS71441,143.165.179.197,Medium,Lesotho,SADC,Maseru,-29.3158,27.4869,Emerging,0.28,Mining,Executive Cyber Training,Training,Regional Roadshow,Windhoek SME Security Roadshow,SR004,Thato,South Africa Enterprise,460000,2025-02-22,2025-02-27,,,Demo Requested,1,1,0,0,62,0.3158,0.0,7517.26,5236.7,-5236.7,,BWP,1,5,Medium,5,5,452.2,0,40,52,Nurture,10,10,10,1,0,0,0,0,1,0,422.4,2025-02-11 05:13:01,2025-06-29 05:14:41,/services
CL11442,SESS71442,71.176.143.191,Micro,South Africa,SADC,Pretoria,-25.7479,28.2293,High,0.64,Financial Services,Cloud Security Analytics,Analytics,Referral,Partner Referral Programme,SR002,Kagiso,Botswana Core,390000,2025-01-12,2025-01-16,2025-01-20,,Proposal Sent,1,1,1,0,73,0.4518,0.0,17017.84,8286.3,-8286.3,,BWP,1,8,High,8,7,383.4,0,66,70,Sales Ready,10,10,10,2,0,0,0,2,4,1,510.8,2025-01-05 08:43:55,2025-06-23 15:15:08,/services
CL11443,SESS71443,74.236.229.206,Small,Angola,SADC,Luanda,-8.839,13.2894,Emerging,0.34,Healthcare,Cloud Security Analytics,Analytics,LinkedIn Campaign,B2B Security Decision-Makers,SR002,Kagiso,Botswana Core,390000,2025-02-05,2025-02-08,2025-02-14,,Proposal Sent,1,1,1,0,75,0.3084,0.0,13288.04,9479.53,-9479.53,,BWP,1,9,High,9,7,455.2,0,88,81,Urgent Follow-up,5,5,5,1,1,0,0,2,4,1,498.4,2025-02-27 20:04:47,2025-05-24 00:53:44,/proposal/download
CL11444,SESS71444,171.1.203.66,Medium,South Africa,SADC,Pretoria,-25.7479,28.2293,High,0.64,Mining,SME Security Package,SME,LinkedIn Campaign,B2B Security Decision-Makers,SR002,Kagiso,Botswana Core,390000,2025-01-16,,,,Inquiry,1,0,0,0,65,0.3524,0.0,11037.43,6890.4,-6890.4,,BWP,1,6,Medium,6,5,399.8,1,40,54,Nurture,10,10,10,0,0,1,0,0,1,0,414.7,2025-01-15 18:21:33,2025-06-23 00:59:17,/
CL11445,SESS71445,73.102.172.109,Small,Mozambique,SADC,Maputo,-25.9692,32.5732,Medium,0.31,Education,Fraud Monitoring Solution,Platform,Direct Visit,Organic Website Visit,SR004,Thato,South Africa Enterprise,460000,2025-02-14,2025-02-21,,,Demo Requested,1,1,0,0,57,0.1771,0.0,7606.91,9451.73,-9451.73,,BWP,1,7,Medium,7,7,443.0,0,64,60,Nurture,8,8,8,1,1,0,0,0,2,0,452.1,2025-01-02 19:01:24,2025-06-10 22:51:02,/services
CL11446,SESS71446,182.151.133.104,Medium,Namibia,SADC,Walvis Bay,-22.9576,14.5053,Medium,0.35,Financial Services,SME Security Package,SME,Regional Roadshow,Windhoek SME Security Roadshow,SR004,Thato,South Africa Enterprise,460000,2025-04-25,2025-04-27,,,Demo Requested,1,1,0,0,76,0.3988,0.0,13459.91,7425.0,-7425.0,,BWP,1,9,High,9,7,544.6,0,78,77,Sales Ready,6,6,6,1,1,0,0,0,2,0,542.3,2025-01-03 11:32:31,2025-05-08 17:03:04,/
CL11447,SESS71447,152.89.127.26,Small,United Arab Emirates,International,Dubai,25.2048,55.2708,High,0.63,Legal Services,SME Security Package,SME,Referral,Partner Referral Programme,SR007,Neo,International Expansion,520000,2025-06-18,2025-06-23,,,Demo Requested,1,1,0,0,46,0.2051,0.0,4247.6,4555.98,-4555.98,,BWP,1,7,Medium,7,6,450.6,0,64,54,Nurture,10,10,10,1,1,0,0,0,2,0,566.3,2025-02-06 20:47:00,2025-06-09 22:45:55,/contact
CL11448,SESS71448,77.19.243.2,Small,Rwanda,Wider Africa,Kigali,-1.9441,30.0619,Medium,0.41,Education,Fraud Monitoring Solution,Platform,LinkedIn Campaign,B2B Security Decision-Makers,SR005,Amogelang,Regional Growth,410000,2025-04-19,2025-04-25,2025-05-02,,Proposal Sent,1,1,1,0,52,0.1627,0.0,6470.62,8751.6,-8751.6,,BWP,1,7,Medium,7,6,526.6,0,54,53,Nurture,10,10,10,1,1,0,0,0,2,1,486.9,2025-01-22 22:50:25,2025-06-26 23:24:20,/pricing
CL11449,SESS71449,141.100.252.88,Micro,Zambia,SADC,Lusaka,-15.3875,28.3228,Medium,0.38,Financial Services,AI Security Audit,Advisory,Email Nurture,SME Security Education Series,SR003,Lorato,South Africa Enterprise,480000,2025-05-04,,,,Inquiry,1,0,0,0,42,0.0828,0.0,2850.12,7573.5,-7573.5,,BWP,1,6,Low,6,6,361.5,0,52,46,Nurture,4,4,4,0,0,0,0,0,0,1,614.0,2025-02-02 05:00:20,2025-06-08 18:20:03,/
CL11450,SESS71450,192.154.38.23,Enterprise,Mozambique,SADC,Maputo,-25.9692,32.5732,Medium,0.31,Retail,Executive Cyber Training,Training,Google Search,Search Ads - Cybersecurity Help,SR002,Kagiso,Botswana Core,390000,2025-02-15,2025-02-18,,,Demo Requested,1,1,0,0,55,0.2554,0.0,7717.69,6647.45,-6647.45,,BWP,1,6,Medium,6,5,406.2,1,40,48,Nurture,10,10,10,3,0,2,0,0,5,1,604.6,2025-03-14 20:52:42,2025-06-27 12:48:18,/schedule-demo
CL11451,SESS71451,124.120.139.215,Small,Nigeria,Wider Africa,Lagos,6.5244,3.3792,High,0.62,Financial Services,Executive Cyber Training,Training,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR005,Amogelang,Regional Growth,410000,2025-06-01,2025-06-06,2025-06-14,,Proposal Sent,1,1,1,0,71,0.4947,0.0,9164.54,4075.5,-4075.5,,BWP,1,7,High,7,6,333.6,0,54,63,Nurture,8,8,8,3,1,0,0,0,4,0,504.2,2025-01-19 01:18:23,2025-06-18 21:15:36,/
CL11452,SESS71452,88.254.220.183,Medium,Mozambique,SADC,Maputo,-25.9692,32.5732,Medium,0.31,Logistics,Threat Detection Platform,Platform,Referral,Partner Referral Programme,SR001,Naledi,Botswana Core,420000,2025-05-03,2025-05-04,2025-05-06,2025-05-31,Contract Confirmed,1,1,1,1,71,0.2986,44377.68,22994.3,16940.88,27436.8,28.0,BWP,1,7,High,7,7,561.4,0,64,68,Sales Ready,6,6,6,0,1,0,1,0,2,0,268.8,2025-01-05 11:33:04,2025-06-17 15:50:10,/services
CL11453,SESS71453,142.3.225.126,Medium,South Africa,SADC,Pretoria,-25.7479,28.2293,High,0.64,Legal Services,AI Security Audit,Advisory,Direct Visit,Organic Website Visit,SR001,Naledi,Botswana Core,420000,2025-06-11,2025-06-17,,,Demo Requested,1,1,0,0,76,0.2925,0.0,12081.61,9088.2,-9088.2,,BWP,1,7,High,7,6,365.3,0,54,66,Sales Ready,9,9,9,1,1,1,0,0,3,0,405.1,2025-01-10 04:06:05,2025-06-13 00:40:46,/
CL11454,SESS71454,52.102.32.222,Small,Zimbabwe,SADC,Harare,-17.8252,31.0335,Medium,0.46,Mining,Cloud Security Analytics,Analytics,LinkedIn Campaign,B2B Security Decision-Makers,SR001,Naledi,Botswana Core,420000,2025-06-23,,,,Inquiry,1,0,0,0,83,0.3886,0.0,17659.1,9996.59,-9996.59,,BWP,1,6,Hot,6,5,514.3,0,42,65,Nurture,11,11,11,0,2,0,0,0,2,1,748.5,2025-01-24 21:15:41,2025-06-17 22:44:06,/
CL11455,SESS71455,132.66.123.238,Medium,Germany,International,Berlin,52.52,13.405,High,0.69,Education,Executive Cyber Training,Training,Industry Conference,Johannesburg FinTech Cyber Briefing,SR008,Lesedi,International Expansion,500000,2025-03-16,,,,Inquiry,1,0,0,0,65,0.5229,0.0,9964.76,4192.54,-4192.54,,BWP,1,5,Medium,5,4,407.8,0,30,49,Nurture,10,10,10,0,2,0,0,0,2,0,536.1,2025-01-20 20:49:28,2025-05-30 18:03:32,/services
CL11456,SESS71456,178.252.0.72,Large,Zambia,SADC,Lusaka,-15.3875,28.3228,Medium,0.38,Healthcare,AI Security Audit,Advisory,LinkedIn Campaign,B2B Security Decision-Makers,SR001,Naledi,Botswana Core,420000,2025-01-22,,,,Inquiry,1,0,0,0,61,0.2341,0.0,15132.25,14217.98,-14217.98,,BWP,1,5,Medium,5,5,421.2,0,40,52,Nurture,11,11,11,0,0,0,0,0,0,0,417.7,2025-01-05 16:52:50,2025-06-17 08:39:37,/services
CL11457,SESS71457,107.221.42.170,Micro,Botswana,SADC,Francistown,-21.1702,27.5079,High,0.42,Healthcare,SME Security Package,SME,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR001,Naledi,Botswana Core,420000,2025-02-20,2025-02-27,2025-03-01,,Proposal Sent,1,1,1,0,67,0.4038,0.0,7196.06,3920.4,-3920.4,,BWP,1,10,High,10,8,494.5,0,90,77,Sales Ready,11,11,11,1,1,0,0,0,2,1,580.3,2025-01-05 07:22:10,2025-06-27 18:35:42,/
CL11458,SESS71458,52.175.52.32,Small,Mozambique,SADC,Maputo,-25.9692,32.5732,Medium,0.31,Government,AI Security Audit,Advisory,Industry Conference,Johannesburg FinTech Cyber Briefing,SR002,Kagiso,Botswana Core,390000,2025-04-02,2025-04-08,2025-04-14,2025-04-29,Contract Confirmed,1,1,1,1,73,0.3417,47297.84,14436.15,9294.2,38003.64,27.0,BWP,1,7,High,7,7,411.0,0,64,69,Sales Ready,12,12,12,1,2,2,0,0,5,3,616.9,2025-01-16 21:07:30,2025-06-22 13:12:13,/
CL11459,SESS71459,104.65.182.254,Micro,Ethiopia,Wider Africa,Addis Ababa,8.9806,38.7578,Emerging,0.32,Telecommunications,Fraud Monitoring Solution,Platform,Google Search,Search Ads - Cybersecurity Help,SR006,Boitumelo,Regional Growth,400000,2025-06-23,,,,Inquiry,1,0,0,0,44,0.0845,0.0,3468.0,9028.8,-9028.8,,BWP,1,6,Low,6,5,533.7,0,42,43,Low Priority,6,6,6,0,2,0,0,0,2,0,397.8,2025-01-05 04:04:59,2025-05-26 13:38:02,/ai-assistant
CL11460,SESS71460,123.126.91.245,Large,Botswana,SADC,Francistown,-21.1702,27.5079,High,0.42,Healthcare,Executive Cyber Training,Training,Referral,Partner Referral Programme,SR004,Thato,South Africa Enterprise,460000,2025-03-22,,,,Inquiry,1,0,0,0,45,0.2167,0.0,6259.66,6356.28,-6356.28,,BWP,1,10,Low,10,5,476.2,0,80,61,Nurture,5,5,5,0,0,1,0,0,1,0,442.6,2025-01-06 06:22:46,2025-06-21 06:29:35,/
CL11461,SESS71461,71.57.246.162,Small,South Africa,SADC,Johannesburg,-26.2041,28.0473,High,0.64,Retail,Threat Detection Platform,Platform,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR002,Kagiso,Botswana Core,390000,2025-05-27,,,,Inquiry,1,0,0,0,76,0.3399,0.0,21079.72,13644.77,-13644.77,,BWP,1,4,High,4,3,436.8,0,18,50,Nurture,11,11,11,0,2,1,0,0,3,1,556.0,2025-01-11 06:46:03,2025-06-28 10:35:31,/
CL11462,SESS71462,45.72.97.191,Small,Germany,International,Berlin,52.52,13.405,High,0.69,Legal Services,Cloud Security Analytics,Analytics,Referral,Partner Referral Programme,SR007,Neo,International Expansion,520000,2025-04-20,2025-04-21,2025-04-25,,Proposal Sent,1,1,1,0,86,0.5614,0.0,21624.71,8474.12,-8474.12,,BWP,1,10,Hot,10,7,370.8,0,90,88,Urgent Follow-up,12,12,12,2,1,0,0,1,4,1,485.4,2025-03-17 05:55:04,2025-06-20 18:52:22,/
CL11463,SESS71463,115.85.123.176,Medium,Rwanda,Wider Africa,Kigali,-1.9441,30.0619,Medium,0.41,Logistics,AI Security Audit,Advisory,Google Search,Search Ads - Cybersecurity Help,SR006,Boitumelo,Regional Growth,400000,2025-02-11,,,,Inquiry,1,0,0,0,45,0.0977,0.0,3820.01,8602.0,-8602.0,,BWP,1,7,Low,7,4,470.0,0,34,40,Low Priority,5,5,5,0,0,0,0,0,0,0,444.0,2025-01-07 00:47:56,2025-06-13 18:36:38,/pricing
CL11464,SESS71464,60.59.35.64,Medium,Zimbabwe,SADC,Bulawayo,-20.1325,28.6265,Medium,0.46,Mining,Executive Cyber Training,Training,LinkedIn Campaign,B2B Security Decision-Makers,SR004,Thato,South Africa Enterprise,460000,2025-03-11,2025-03-14,2025-03-22,2025-04-07,Contract Confirmed,1,1,1,1,56,0.2873,26067.36,6839.63,5236.7,20830.66,27.0,BWP,1,9,Medium,9,7,464.0,0,68,61,Nurture,8,8,8,2,1,0,1,0,4,0,527.1,2025-03-09 08:03:14,2025-06-30 20:55:59,/schedule-demo
CL11465,SESS71465,152.249.53.2,Micro,United States,International,New York,40.7128,-74.006,High,0.76,Healthcare,Executive Cyber Training,Training,Direct Visit,Organic Website Visit,SR008,Lesedi,International Expansion,500000,2025-05-09,2025-05-13,2025-05-15,2025-06-06,Contract Confirmed,1,1,1,1,67,0.4022,17445.03,5950.8,3255.38,14189.65,28.0,BWP,1,8,High,8,7,484.5,0,76,71,Sales Ready,10,10,10,0,3,0,2,0,5,0,402.4,2025-01-26 12:12:10,2025-06-29 03:08:56,/pricing
CL11466,SESS71466,97.151.184.245,Large,Namibia,SADC,Windhoek,-22.5609,17.0658,Medium,0.35,Retail,AI Security Audit,Advisory,Referral,Partner Referral Programme,SR002,Kagiso,Botswana Core,390000,2025-05-12,2025-05-15,2025-05-20,,Proposal Sent,1,1,1,0,55,0.2177,0.0,12150.1,12279.17,-12279.17,,BWP,1,6,Medium,6,6,377.2,0,52,54,Nurture,2,2,2,0,1,0,0,0,1,1,483.5,2025-01-17 12:17:24,2025-02-10 05:22:13,/ai-assistant
CL11467,SESS71467,100.213.1.49,Enterprise,South Africa,SADC,Johannesburg,-26.2041,28.0473,High,0.64,Financial Services,AI Security Audit,Advisory,Google Search,Search Ads - Cybersecurity Help,SR004,Thato,South Africa Enterprise,460000,2025-04-01,2025-04-06,,,Demo Requested,1,1,0,0,78,0.3401,0.0,30243.08,19564.88,-19564.88,,BWP,1,8,High,8,7,492.8,1,74,76,Sales Ready,11,11,11,2,1,0,0,0,3,0,442.6,2025-01-27 21:26:32,2025-06-10 18:39:19,/
CL11468,SESS71468,72.201.39.50,Large,Namibia,SADC,Walvis Bay,-22.9576,14.5053,Medium,0.35,Telecommunications,Cloud Security Analytics,Analytics,Google Search,Search Ads - Cybersecurity Help,SR002,Kagiso,Botswana Core,390000,2025-02-21,,,,Inquiry,1,0,0,0,72,0.3177,0.0,23280.85,16121.83,-16121.83,,BWP,1,8,High,8,6,488.5,0,66,69,Sales Ready,4,4,4,0,1,0,0,0,1,0,220.0,2025-01-12 00:26:03,2025-05-18 10:56:17,/
CL11469,SESS71469,174.166.3.127,Medium,Germany,International,Berlin,52.52,13.405,High,0.69,Retail,Threat Detection Platform,Platform,Email Nurture,SME Security Education Series,SR007,Neo,International Expansion,520000,2025-05-20,2025-05-25,2025-06-03,,Proposal Sent,1,1,1,0,79,0.3058,0.0,26570.08,19113.05,-19113.05,,BWP,1,9,High,9,7,365.6,0,88,83,Urgent Follow-up,7,7,7,1,0,0,0,0,1,1,561.3,2025-02-20 09:31:37,2025-05-08 02:23:11,/pricing
CL11470,SESS71470,182.115.151.232,Enterprise,Nigeria,Wider Africa,Lagos,6.5244,3.3792,High,0.62,Healthcare,SME Security Package,SME,LinkedIn Campaign,B2B Security Decision-Makers,SR005,Amogelang,Regional Growth,410000,2025-02-08,2025-02-14,2025-02-19,2025-03-08,Contract Confirmed,1,1,1,1,90,0.4441,38221.83,18929.09,9377.5,28844.33,28.0,BWP,1,9,Hot,9,7,413.3,0,78,85,Urgent Follow-up,13,13,13,2,1,1,1,0,5,1,402.7,2025-01-13 08:22:00,2025-06-21 12:48:50,/
CL11471,SESS71471,99.199.227.240,Enterprise,Ethiopia,Wider Africa,Addis Ababa,8.9806,38.7578,Emerging,0.32,Education,SME Security Package,SME,Regional Roadshow,Windhoek SME Security Roadshow,SR006,Boitumelo,Regional Growth,400000,2025-06-21,2025-06-22,2025-06-30,2025-07-03,Contract Confirmed,1,1,1,1,86,0.3466,29104.21,11415.6,7246.25,21857.96,12.0,BWP,1,7,Hot,7,6,502.7,0,54,72,Sales Ready,12,12,12,2,3,2,2,0,9,1,521.2,2025-01-14 03:13:20,2025-06-24 03:57:07,/ai-assistant
CL11472,SESS71472,165.8.117.239,Large,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Education,Fraud Monitoring Solution,Platform,Google Search,Search Ads - Cybersecurity Help,SR004,Thato,South Africa Enterprise,460000,2025-02-12,2025-02-16,,,Demo Requested,1,1,0,0,56,0.2167,0.0,15278.93,15510.53,-15510.53,,BWP,1,7,Medium,7,5,463.4,0,54,55,Nurture,12,12,12,2,2,0,0,0,4,0,390.8,2025-01-11 05:49:44,2025-06-28 16:05:47,/
CL11473,SESS71473,132.29.113.77,Medium,India,International,Mumbai,19.076,72.8777,Medium,0.55,Education,SME Security Package,SME,Industry Conference,Johannesburg FinTech Cyber Briefing,SR008,Lesedi,International Expansion,500000,2025-01-26,2025-01-30,,,Demo Requested,1,1,0,0,51,0.2287,0.0,5735.86,5516.5,-5516.5,,BWP,1,6,Medium,6,5,371.0,0,52,51,Nurture,6,6,6,1,1,0,0,0,2,2,569.5,2025-01-06 00:08:25,2025-06-25 18:51:57,/
CL11474,SESS71474,94.7.129.186,Small,Botswana,SADC,Francistown,-21.1702,27.5079,High,0.42,Logistics,Cloud Security Analytics,Analytics,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR002,Kagiso,Botswana Core,390000,2025-04-13,2025-04-19,2025-04-26,,Proposal Sent,1,1,1,0,64,0.3543,0.0,12768.93,7928.33,-7928.33,,BWP,1,8,Medium,8,7,460.0,1,74,68,Sales Ready,6,6,6,1,1,0,0,1,3,0,558.8,2025-01-14 15:37:52,2025-06-11 12:23:57,/
CL11475,SESS71475,72.15.4.49,Micro,Namibia,SADC,Windhoek,-22.5609,17.0658,Medium,0.35,Legal Services,Threat Detection Platform,Platform,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR001,Naledi,Botswana Core,420000,2025-04-16,2025-04-19,,,Demo Requested,1,1,0,0,57,0.1929,0.0,8718.9,9943.56,-9943.56,,BWP,1,8,Medium,8,7,353.0,0,76,66,Sales Ready,10,10,10,1,0,0,0,0,1,0,415.9,2025-01-06 04:01:30,2025-06-29 05:04:06,/pricing
CL11476,SESS71476,70.184.245.203,Small,Rwanda,Wider Africa,Kigali,-1.9441,30.0619,Medium,0.41,Retail,Cloud Security Analytics,Analytics,Regional Roadshow,Windhoek SME Security Roadshow,SR005,Amogelang,Regional Growth,410000,2025-04-14,2025-04-20,,,Demo Requested,1,1,0,0,66,0.2924,0.0,10076.16,7580.43,-7580.43,,BWP,1,6,High,6,6,494.7,0,52,60,Nurture,5,5,5,2,1,0,0,0,3,0,461.8,2025-01-31 05:04:50,2025-06-23 00:40:03,/schedule-demo
CL11477,SESS71477,119.2.1.149,Large,South Africa,SADC,Pretoria,-25.7479,28.2293,High,0.64,Healthcare,Threat Detection Platform,Platform,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR004,Thato,South Africa Enterprise,460000,2025-04-02,2025-04-09,2025-04-17,2025-04-23,Contract Confirmed,1,1,1,1,72,0.3211,137781.91,37838.15,25926.91,111855.0,21.0,BWP,1,10,High,10,9,499.0,0,100,85,Urgent Follow-up,10,10,10,4,0,0,1,0,5,0,463.6,2025-01-18 20:24:49,2025-06-28 11:40:37,/schedule-demo
CL11478,SESS71478,151.248.108.201,Medium,Namibia,SADC,Windhoek,-22.5609,17.0658,Medium,0.35,Hospitality,AI Security Audit,Advisory,Email Nurture,SME Security Education Series,SR001,Naledi,Botswana Core,420000,2025-06-30,2025-07-07,2025-07-11,2025-07-31,Contract Confirmed,1,1,1,1,87,0.3061,38929.91,11522.16,8280.36,30649.55,31.0,BWP,1,9,Hot,9,7,401.1,0,68,78,Sales Ready,8,8,8,1,1,0,2,1,5,0,414.9,2025-03-08 19:08:37,2025-05-22 01:25:06,/contract/confirm
CL11479,SESS71479,147.201.198.197,Medium,Lesotho,SADC,Maseru,-29.3158,27.4869,Emerging,0.28,Retail,SME Security Package,SME,Industry Conference,Johannesburg FinTech Cyber Briefing,SR002,Kagiso,Botswana Core,390000,2025-04-11,,,,Inquiry,1,0,0,0,95,0.4165,0.0,10682.64,5643.0,-5643.0,,BWP,1,6,Hot,6,5,406.3,0,42,71,Sales Ready,7,7,7,0,1,0,0,0,1,1,553.4,2025-01-04 10:44:40,2025-06-30 03:35:40,/
