client_id,session_id,c_ip,company_size,country,country_group,city,latitude,longitude,market_priority,market_saturation_index,industry,service_type,service_category,marketing_channel,campaign_name,sales_rep_id,sales_rep_name,sales_team,monthly_rep_target,inquiry_date,demo_date,proposal_date,close_date,current_stage,has_inquiry,has_demo,has_proposal,converted,lead_score,conversion_probability,actual_revenue,forecast_revenue,target_revenue,revenue_gap,sales_cycle_days,currency,web_visit_count,inquiry_submit_count,demo_request_count,ai_assistant_request_count,contract_confirmation_count,avg_response_time_ms,web_error_count,total_web_events,lead_quality,total_page_views,high_intent_hits,unique_pages_visited,avg_web_response_ms,web_error_hits,first_web_event,last_web_event,intent_score,commercial_readiness_score,priority_band
CL11546,SESS71546,173.187.84.218,Medium,Ghana,Wider Africa,Accra,5.6037,-0.187,Medium,0.45,Logistics,Cloud Security Analytics,Analytics,Industry Conference,Johannesburg FinTech Cyber Briefing,SR005,Amogelang,Regional Growth,410000,2025-03-25,,,,Inquiry,1,0,0,0,61,0.273,0.0,11679.4,9411.6,-9411.6,,BWP,4,1,0,0,0,485.8,0,5,Medium,5,3,4,485.8,0,2025-03-25T14:46:00,2025-03-25T23:39:00,40,52,Nurture
CL11547,SESS71547,126.12.118.46,Enterprise,United Kingdom,International,London,51.5072,-0.1276,High,0.71,Government,AI Security Audit,Advisory,Referral,Partner Referral Programme,SR007,Neo,International Expansion,520000,2025-02-23,,,,Inquiry,1,0,0,0,62,0.3419,0.0,31365.13,20179.36,-20179.36,,BWP,3,1,0,1,0,481.4,0,5,Medium,5,3,5,481.4,0,2025-02-23T20:12:00,2025-02-24T04:54:00,40,52,Nurture
CL11548,SESS71548,133.103.25.143,Large,Nigeria,Wider Africa,Lagos,6.5244,3.3792,High,0.62,Financial Services,Cloud Security Analytics,Analytics,Direct Visit,Organic Website Visit,SR006,Boitumelo,Regional Growth,400000,2025-05-25,2025-05-30,2025-06-09,,Proposal Sent,1,1,1,0,69,0.2747,0.0,20437.36,16368.0,-16368.0,,BWP,3,1,1,3,0,457.2,1,9,High,9,6,6,457.2,1,2025-05-25T12:24:00,2025-05-26T04:26:00,76,72,Sales Ready
CL11549,SESS71549,117.119.135.176,Small,Namibia,SADC,Windhoek,-22.5609,17.0658,Medium,0.35,Logistics,AI Security Audit,Advisory,LinkedIn Campaign,B2B Security Decision-Makers,SR001,Naledi,Botswana Core,420000,2025-03-10,2025-03-13,2025-03-15,2025-03-30,Contract Confirmed,1,1,1,1,80,0.3345,43564.36,11018.11,7246.32,36318.04,20.0,BWP,4,1,1,1,1,461.6,0,9,High,9,7,9,461.6,0,2025-03-10T19:12:00,2025-03-11T13:55:00,88,84,Urgent Follow-up
CL11550,SESS71550,107.204.56.30,Micro,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Government,Executive Cyber Training,Training,LinkedIn Campaign,B2B Security Decision-Makers,SR006,Boitumelo,Regional Growth,400000,2025-03-02,2025-03-03,2025-03-08,,Proposal Sent,1,1,1,0,38,0.1117,0.0,1502.23,2959.44,-2959.44,,BWP,3,1,1,1,0,435.4,0,7,Low,7,5,7,435.4,0,2025-03-02T08:20:00,2025-03-02T14:41:00,64,50,Nurture
CL11551,SESS71551,110.136.48.61,Micro,South Africa,SADC,Johannesburg,-26.2041,28.0473,High,0.64,Government,Fraud Monitoring Solution,Platform,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR004,Thato,South Africa Enterprise,460000,2025-01-31,2025-02-01,2025-02-07,,Proposal Sent,1,1,1,0,68,0.3668,0.0,16829.97,10093.25,-10093.25,,BWP,8,1,1,0,0,457.2,0,11,High,11,8,7,457.2,0,2025-01-31T16:39:00,2025-02-01T08:48:00,100,82,Urgent Follow-up
CL11552,SESS71552,124.39.157.172,Large,South Africa,SADC,Johannesburg,-26.2041,28.0473,High,0.64,Financial Services,Executive Cyber Training,Training,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR003,Lorato,South Africa Enterprise,480000,2025-04-02,2025-04-04,,,Demo Requested,1,1,0,0,64,0.4585,0.0,15054.5,7223.04,-7223.04,,BWP,2,1,1,1,0,416.6,0,5,Medium,5,3,5,416.6,0,2025-04-02T08:04:00,2025-04-02T10:39:00,40,53,Nurture
CL11553,SESS71553,112.32.40.142,Medium,Namibia,SADC,Windhoek,-22.5609,17.0658,Medium,0.35,Mining,AI Security Audit,Advisory,Google Search,Search Ads - Cybersecurity Help,SR001,Naledi,Botswana Core,420000,2025-03-08,,,,Inquiry,1,0,0,0,80,0.3097,0.0,16491.46,11713.68,-11713.68,,BWP,2,1,0,1,0,366.8,0,4,High,4,2,4,366.8,0,2025-03-08T19:57:00,2025-03-08T23:18:00,28,57,Nurture
CL11554,SESS71554,148.143.177.226,Micro,Zimbabwe,SADC,Harare,-17.8252,31.0335,Medium,0.46,Legal Services,Cloud Security Analytics,Analytics,Email Nurture,SME Security Education Series,SR002,Kagiso,Botswana Core,390000,2025-03-20,,,,Inquiry,1,0,0,0,49,0.1401,0.0,3799.03,5966.14,-5966.14,,BWP,6,1,0,0,0,445.4,0,7,Medium,7,1,3,445.4,0,2025-03-20T08:54:00,2025-03-20T15:48:00,24,38,Low Priority
CL11555,SESS71555,171.31.62.232,Large,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Hospitality,Fraud Monitoring Solution,Platform,Referral,Partner Referral Programme,SR006,Boitumelo,Regional Growth,400000,2025-02-22,2025-02-28,2025-03-09,,Proposal Sent,1,1,1,0,61,0.2998,0.0,18878.72,13854.72,-13854.72,,BWP,4,1,1,0,0,403.6,0,7,Medium,7,5,7,403.6,0,2025-02-22T23:34:00,2025-02-23T09:54:00,64,62,Nurture
CL11556,SESS71556,63.189.167.231,Micro,Namibia,SADC,Windhoek,-22.5609,17.0658,Medium,0.35,Financial Services,AI Security Audit,Advisory,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR001,Naledi,Botswana Core,420000,2025-05-26,,,,Inquiry,1,0,0,0,70,0.3195,0.0,10997.6,7573.5,-7573.5,,BWP,6,1,0,1,0,326.4,0,8,High,8,5,6,326.4,0,2025-05-26T12:34:00,2025-05-26T21:53:00,66,68,Sales Ready
CL11557,SESS71557,91.113.37.218,Medium,India,International,Bengaluru,12.9716,77.5946,Medium,0.55,Legal Services,Threat Detection Platform,Platform,Referral,Partner Referral Programme,SR008,Lesedi,International Expansion,500000,2025-06-20,,,,Inquiry,1,0,0,0,69,0.3144,0.0,25874.01,18107.1,-18107.1,,BWP,4,1,0,1,0,516.2,0,6,High,6,4,6,516.2,0,2025-06-20T17:50:00,2025-06-21T01:53:00,52,61,Nurture
CL11558,SESS71558,81.102.225.100,Micro,Namibia,SADC,Windhoek,-22.5609,17.0658,Medium,0.35,Government,AI Security Audit,Advisory,Google Search,Search Ads - Cybersecurity Help,SR003,Lorato,South Africa Enterprise,480000,2025-04-13,,,,Inquiry,1,0,0,0,50,0.1384,0.0,4497.12,7149.38,-7149.38,,BWP,5,1,0,0,0,451.0,0,6,Medium,6,2,4,451.0,0,2025-04-13T12:04:00,2025-04-13T18:42:00,32,42,Low Priority
CL11559,SESS71559,167.19.194.90,Medium,South Africa,SADC,Pretoria,-25.7479,28.2293,High,0.64,Retail,Executive Cyber Training,Training,Google Search,Search Ads - Cybersecurity Help,SR004,Thato,South Africa Enterprise,460000,2025-05-07,2025-05-09,2025-05-12,,Proposal Sent,1,1,1,0,63,0.378,0.0,7369.62,4288.68,-4288.68,,BWP,5,1,1,0,0,385.1,0,8,Medium,8,3,5,385.1,0,2025-05-07T22:21:00,2025-05-08T12:10:00,46,55,Nurture
CL11560,SESS71560,168.5.66.46,Medium,Namibia,SADC,Windhoek,-22.5609,17.0658,Medium,0.35,Education,Executive Cyber Training,Training,Google Search,Search Ads - Cybersecurity Help,SR004,Thato,South Africa Enterprise,460000,2025-06-11,2025-06-16,2025-06-23,,Proposal Sent,1,1,1,0,95,0.4932,0.0,8603.16,3837.24,-3837.24,,BWP,8,1,1,0,0,564.9,0,11,Hot,11,9,7,564.9,0,2025-06-11T21:50:00,2025-06-12T15:54:00,100,97,Urgent Follow-up
CL11561,SESS71561,158.224.100.133,Small,Nigeria,Wider Africa,Lagos,6.5244,3.3792,High,0.62,Retail,Fraud Monitoring Solution,Platform,Google Search,Search Ads - Cybersecurity Help,SR006,Boitumelo,Regional Growth,400000,2025-06-30,2025-07-02,,,Demo Requested,1,1,0,0,56,0.2007,0.0,8921.43,9781.2,-9781.2,,BWP,4,1,1,0,0,303.3,0,6,Medium,6,4,5,303.3,0,2025-06-30T15:00:00,2025-07-01T00:11:00,52,54,Nurture
CL11562,SESS71562,134.85.200.88,Enterprise,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Logistics,Fraud Monitoring Solution,Platform,LinkedIn Campaign,B2B Security Decision-Makers,SR004,Thato,South Africa Enterprise,460000,2025-05-02,2025-05-07,,,Demo Requested,1,1,0,0,60,0.2708,0.0,25027.02,20329.06,-20329.06,,BWP,6,1,1,0,0,411.5,1,8,Medium,8,5,5,411.5,1,2025-05-02T10:06:00,2025-05-02T19:24:00,64,62,Nurture
CL11563,SESS71563,145.65.208.78,Small,South Africa,SADC,Johannesburg,-26.2041,28.0473,High,0.64,Mining,Cloud Security Analytics,Analytics,LinkedIn Campaign,B2B Security Decision-Makers,SR002,Kagiso,Botswana Core,390000,2025-06-14,,,,Inquiry,1,0,0,0,62,0.3065,0.0,13925.31,9996.59,-9996.59,,BWP,6,1,0,0,0,436.0,0,7,Medium,7,4,4,436.0,0,2025-06-14T13:44:00,2025-06-14T22:57:00,54,58,Nurture
CL11564,SESS71564,78.80.44.221,Small,Ghana,Wider Africa,Accra,5.6037,-0.187,Medium,0.45,Retail,Executive Cyber Training,Training,Direct Visit,Organic Website Visit,SR006,Boitumelo,Regional Growth,400000,2025-06-17,2025-06-20,2025-06-23,,Proposal Sent,1,1,1,0,49,0.1571,0.0,2212.48,3097.38,-3097.38,,BWP,5,1,1,2,0,369.9,0,10,Medium,10,7,8,369.9,0,2025-06-17T13:49:00,2025-06-18T02:22:00,90,67,Sales Ready
CL11565,SESS71565,55.206.182.91,Medium,Zambia,SADC,Lusaka,-15.3875,28.3228,Medium,0.38,Healthcare,AI Security Audit,Advisory,Direct Visit,Organic Website Visit,SR004,Thato,South Africa Enterprise,460000,2025-05-31,2025-06-05,2025-06-12,,Proposal Sent,1,1,1,0,73,0.2506,0.0,12652.28,11107.8,-11107.8,,BWP,3,1,1,1,0,433.0,0,7,High,7,5,7,433.0,0,2025-05-31T20:34:00,2025-06-01T03:33:00,64,69,Sales Ready
CL11566,SESS71566,164.104.92.249,Medium,Namibia,SADC,Windhoek,-22.5609,17.0658,Medium,0.35,Government,Fraud Monitoring Solution,Platform,Industry Conference,Johannesburg FinTech Cyber Briefing,SR001,Naledi,Botswana Core,420000,2025-04-06,2025-04-09,,,Demo Requested,1,1,0,0,67,0.3259,0.0,24921.41,16822.08,-16822.08,,BWP,5,1,1,1,0,446.4,1,8,High,8,6,6,446.4,1,2025-04-06T16:56:00,2025-04-07T05:29:00,74,70,Sales Ready
CL11567,SESS71567,156.32.214.98,Medium,Namibia,SADC,Windhoek,-22.5609,17.0658,Medium,0.35,Mining,Executive Cyber Training,Training,Direct Visit,Organic Website Visit,SR003,Lorato,South Africa Enterprise,480000,2025-01-20,,,,Inquiry,1,0,0,0,65,0.3134,0.0,7458.86,5236.7,-5236.7,,BWP,3,1,0,0,0,286.8,0,4,Medium,4,2,4,286.8,0,2025-01-20T13:58:00,2025-01-20T16:29:00,28,48,Nurture
CL11568,SESS71568,106.143.199.87,Medium,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Government,Fraud Monitoring Solution,Platform,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR001,Naledi,Botswana Core,420000,2025-01-04,,,,Inquiry,1,0,0,0,56,0.2557,0.0,19553.66,16822.08,-16822.08,,BWP,6,1,0,0,0,442.7,0,7,Medium,7,2,4,442.7,0,2025-01-04T19:52:00,2025-01-05T03:18:00,34,46,Nurture
CL11569,SESS71569,160.61.152.24,Large,Rwanda,Wider Africa,Kigali,-1.9441,30.0619,Medium,0.41,Financial Services,SME Security Package,SME,LinkedIn Campaign,B2B Security Decision-Makers,SR005,Amogelang,Regional Growth,410000,2025-04-09,,,,Inquiry,1,0,0,0,47,0.1418,0.0,5671.61,8800.0,-8800.0,,BWP,5,1,0,0,0,290.8,0,6,Medium,6,4,5,290.8,0,2025-04-09T21:39:00,2025-04-10T07:28:00,52,49,Nurture
CL11570,SESS71570,80.172.204.221,Small,Botswana,SADC,Francistown,-21.1702,27.5079,High,0.42,Healthcare,Executive Cyber Training,Training,LinkedIn Campaign,B2B Security Decision-Makers,SR001,Naledi,Botswana Core,420000,2025-04-12,2025-04-16,2025-04-19,,Proposal Sent,1,1,1,0,49,0.2333,0.0,4107.29,3873.36,-3873.36,,BWP,8,1,1,1,0,444.1,1,12,Medium,12,8,8,444.1,1,2025-04-12T21:39:00,2025-04-13T14:21:00,100,72,Sales Ready
CL11571,SESS71571,68.163.23.142,Small,United States,International,Austin,30.2672,-97.7431,High,0.76,Financial Services,AI Security Audit,Advisory,Google Search,Search Ads - Cybersecurity Help,SR007,Neo,International Expansion,520000,2025-03-27,2025-03-29,2025-04-05,2025-04-27,Contract Confirmed,1,1,1,1,66,0.3045,71929.2,14887.57,10757.18,61172.02,31.0,BWP,5,1,1,1,1,441.9,1,10,High,10,6,8,441.9,1,2025-03-27T11:28:00,2025-03-28T02:14:00,78,71,Sales Ready
CL11572,SESS71572,46.183.154.127,Small,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Legal Services,SME Security Package,SME,Referral,Partner Referral Programme,SR004,Thato,South Africa Enterprise,460000,2025-04-25,2025-04-30,2025-05-05,2025-05-21,Contract Confirmed,1,1,1,1,85,0.5408,20885.57,10249.49,4169.88,16715.69,26.0,BWP,4,1,1,0,1,462.9,0,8,Hot,8,6,8,462.9,0,2025-04-25T11:47:00,2025-04-25T23:16:00,76,81,Urgent Follow-up
CL11573,SESS71573,64.194.22.70,Medium,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Government,Cloud Security Analytics,Analytics,Email Nurture,SME Security Education Series,SR003,Lorato,South Africa Enterprise,480000,2025-04-22,,,,Inquiry,1,0,0,0,68,0.3105,0.0,18399.61,13037.11,-13037.11,,BWP,4,1,0,0,0,500.2,0,5,High,5,2,4,500.2,0,2025-04-22T15:25:00,2025-04-22T21:32:00,30,51,Nurture
CL11574,SESS71574,58.244.0.211,Micro,Mauritius,SADC,Port Louis,-20.1609,57.5012,Medium,0.48,Financial Services,Executive Cyber Training,Training,Google Search,Search Ads - Cybersecurity Help,SR004,Thato,South Africa Enterprise,460000,2025-06-07,2025-06-11,2025-06-16,2025-07-11,Contract Confirmed,1,1,1,1,68,0.3817,16295.81,5873.76,3385.8,12910.01,34.0,BWP,4,1,1,1,1,472.8,0,9,High,9,6,8,472.8,0,2025-06-07T15:33:00,2025-06-08T04:33:00,78,72,Sales Ready
CL11575,SESS71575,68.28.238.27,Large,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Healthcare,Threat Detection Platform,Platform,Referral,Partner Referral Programme,SR005,Amogelang,Regional Growth,410000,2025-01-26,2025-01-31,,,Demo Requested,1,1,0,0,76,0.3334,0.0,36377.24,24006.4,-24006.4,,BWP,3,1,1,1,0,368.5,0,6,High,6,3,5,368.5,0,2025-01-26T21:02:00,2025-01-27T04:16:00,42,61,Nurture
CL11576,SESS71576,94.64.81.246,Enterprise,Namibia,SADC,Walvis Bay,-22.9576,14.5053,Medium,0.35,Healthcare,Cloud Security Analytics,Analytics,LinkedIn Campaign,B2B Security Decision-Makers,SR004,Thato,South Africa Enterprise,460000,2025-02-20,2025-02-25,,,Demo Requested,1,1,0,0,64,0.2895,0.0,24792.48,18837.52,-18837.52,,BWP,4,1,1,2,0,448.8,0,8,Medium,8,6,6,448.8,0,2025-02-20T09:50:00,2025-02-20T19:22:00,76,69,Sales Ready
CL11577,SESS71577,72.204.114.40,Small,Botswana,SADC,Maun,-19.9833,23.4167,High,0.42,Hospitality,Threat Detection Platform,Platform,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR002,Kagiso,Botswana Core,390000,2025-05-31,2025-06-04,,,Demo Requested,1,1,0,0,58,0.2243,0.0,12006.38,11777.59,-11777.59,,BWP,5,1,1,0,0,383.0,0,7,Medium,7,4,5,383.0,0,2025-05-31T16:34:00,2025-05-31T22:58:00,54,56,Nurture
CL11578,SESS71578,101.219.171.25,Medium,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Logistics,Threat Detection Platform,Platform,Regional Roadshow,Windhoek SME Security Roadshow,SR001,Naledi,Botswana Core,420000,2025-06-08,,,,Inquiry,1,0,0,0,67,0.2768,0.0,21316.07,16940.88,-16940.88,,BWP,4,1,0,1,0,428.8,0,6,High,6,3,5,428.8,0,2025-06-08T11:11:00,2025-06-08T20:33:00,42,56,Nurture
CL11579,SESS71579,55.195.59.205,Medium,South Africa,SADC,Johannesburg,-26.2041,28.0473,High,0.64,Financial Services,Fraud Monitoring Solution,Platform,LinkedIn Campaign,B2B Security Decision-Makers,SR003,Lorato,South Africa Enterprise,480000,2025-06-30,2025-07-02,,,Demo Requested,1,1,0,0,77,0.3874,0.0,31383.11,17820.0,-17820.0,,BWP,5,1,1,1,0,433.8,1,8,High,8,6,7,433.8,1,2025-06-30T09:39:00,2025-06-30T19:04:00,74,76,Sales Ready
CL11580,SESS71580,145.169.197.185,Small,South Africa,SADC,Johannesburg,-26.2041,28.0473,High,0.64,Financial Services,Executive Cyber Training,Training,Industry Conference,Johannesburg FinTech Cyber Briefing,SR001,Naledi,Botswana Core,420000,2025-06-12,2025-06-13,,,Demo Requested,1,1,0,0,77,0.5919,0.0,11842.77,4401.54,-4401.54,,BWP,3,1,1,0,0,423.4,0,5,High,5,2,4,423.4,0,2025-06-12T21:59:00,2025-06-13T01:52:00,30,56,Nurture
CL11581,SESS71581,148.171.242.218,Small,South Africa,SADC,Johannesburg,-26.2041,28.0473,High,0.64,Retail,Executive Cyber Training,Training,Direct Visit,Organic Website Visit,SR002,Kagiso,Botswana Core,390000,2025-06-15,2025-06-21,,,Demo Requested,1,1,0,0,84,0.4622,0.0,7028.56,3345.17,-3345.17,,BWP,4,1,1,0,0,471.0,0,6,Hot,6,3,5,471.0,0,2025-06-15T19:00:00,2025-06-16T06:53:00,42,65,Nurture
CL11582,SESS71582,120.156.149.111,Large,India,International,Mumbai,19.076,72.8777,Medium,0.55,Education,AI Security Audit,Advisory,LinkedIn Campaign,B2B Security Decision-Makers,SR008,Lesedi,International Expansion,500000,2025-03-10,2025-03-12,2025-03-19,,Proposal Sent,1,1,1,0,65,0.2865,0.0,15631.66,12003.9,-12003.9,,BWP,5,1,1,0,0,513.5,1,8,Medium,8,5,7,513.5,1,2025-03-10T11:52:00,2025-03-10T20:38:00,64,65,Nurture
CL11583,SESS71583,77.67.118.31,Medium,Namibia,SADC,Walvis Bay,-22.9576,14.5053,Medium,0.35,Education,Fraud Monitoring Solution,Platform,Industry Conference,Johannesburg FinTech Cyber Briefing,SR001,Naledi,Botswana Core,420000,2025-03-26,2025-03-30,2025-04-04,2025-04-25,Contract Confirmed,1,1,1,1,64,0.3028,51628.39,16677.9,12117.6,39510.79,30.0,BWP,3,1,1,1,1,481.4,0,8,Medium,8,6,8,481.4,0,2025-03-26T08:38:00,2025-03-26T16:38:00,76,69,Sales Ready
CL11584,SESS71584,128.247.4.146,Medium,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Healthcare,Threat Detection Platform,Platform,Direct Visit,Organic Website Visit,SR002,Kagiso,Botswana Core,390000,2025-03-01,2025-03-08,2025-03-11,,Proposal Sent,1,1,1,0,56,0.155,0.0,14266.36,20255.4,-20255.4,,BWP,2,1,1,2,0,401.3,0,7,Medium,7,5,6,401.3,0,2025-03-01T18:49:00,2025-03-02T05:25:00,64,60,Nurture
CL11585,SESS71585,128.41.165.141,Large,Zimbabwe,SADC,Harare,-17.8252,31.0335,Medium,0.46,Mining,Fraud Monitoring Solution,Platform,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR001,Naledi,Botswana Core,420000,2025-05-01,2025-05-03,2025-05-09,,Proposal Sent,1,1,1,0,97,0.4255,0.0,40943.67,21167.31,-21167.31,,BWP,4,1,1,0,0,447.1,1,7,Hot,7,4,6,447.1,1,2025-05-01T09:40:00,2025-05-01T17:38:00,52,77,Sales Ready
CL11586,SESS71586,117.41.61.233,Micro,United States,International,New York,40.7128,-74.006,High,0.76,Government,SME Security Package,SME,Google Search,Search Ads - Cybersecurity Help,SR007,Neo,International Expansion,520000,2025-06-22,,,,Inquiry,1,0,0,0,66,0.3654,0.0,7631.06,4594.92,-4594.92,,BWP,7,1,0,0,0,516.6,1,8,High,8,3,4,516.6,1,2025-06-22T17:39:00,2025-06-23T03:46:00,44,56,Nurture
CL11587,SESS71587,96.240.211.102,Medium,Germany,International,Berlin,52.52,13.405,High,0.69,Telecommunications,Fraud Monitoring Solution,Platform,Email Nurture,SME Security Education Series,SR008,Lesedi,International Expansion,500000,2025-03-16,,,,Inquiry,1,0,0,0,42,0.1081,0.0,8722.31,17756.64,-17756.64,,BWP,8,1,0,0,0,476.7,0,9,Low,9,6,5,476.7,0,2025-03-16T07:36:00,2025-03-16T18:53:00,78,58,Nurture
CL11588,SESS71588,93.139.45.33,Small,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Hospitality,Threat Detection Platform,Platform,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR006,Boitumelo,Regional Growth,400000,2025-04-23,,,,Inquiry,1,0,0,0,72,0.2973,0.0,14736.29,10905.18,-10905.18,,BWP,3,1,0,0,0,404.2,1,4,High,4,2,4,404.2,1,2025-04-23T10:18:00,2025-04-23T12:17:00,26,51,Nurture
CL11589,SESS71589,62.223.145.67,Micro,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Financial Services,Fraud Monitoring Solution,Platform,Direct Visit,Organic Website Visit,SR004,Thato,South Africa Enterprise,460000,2025-03-06,2025-03-11,2025-03-19,,Proposal Sent,1,1,1,0,81,0.3285,0.0,15966.74,10692.0,-10692.0,,BWP,4,1,1,1,0,439.6,1,8,Hot,8,6,7,439.6,1,2025-03-06T10:11:00,2025-03-06T20:54:00,74,78,Sales Ready
CL11590,SESS71590,62.218.112.147,Small,Rwanda,Wider Africa,Kigali,-1.9441,30.0619,Medium,0.41,Healthcare,Executive Cyber Training,Training,Google Search,Search Ads - Cybersecurity Help,SR006,Boitumelo,Regional Growth,400000,2025-02-08,2025-02-11,2025-02-14,,Proposal Sent,1,1,1,0,92,0.4523,0.0,7373.11,3586.44,-3586.44,,BWP,4,1,1,0,0,389.4,0,7,Hot,7,5,6,389.4,0,2025-02-08T16:04:00,2025-02-08T22:50:00,64,79,Sales Ready
CL11591,SESS71591,175.107.83.142,Medium,Botswana,SADC,Francistown,-21.1702,27.5079,High,0.42,Hospitality,SME Security Package,SME,Referral,Partner Referral Programme,SR003,Lorato,South Africa Enterprise,480000,2025-02-14,2025-02-15,2025-02-18,2025-02-25,Contract Confirmed,1,1,1,1,75,0.4922,21888.38,10896.92,4870.8,17017.58,11.0,BWP,3,1,1,0,1,493.7,0,7,High,7,5,7,493.7,0,2025-02-14T09:43:00,2025-02-14T15:05:00,64,70,Sales Ready
CL11592,SESS71592,134.10.9.16,Micro,United States,International,Austin,30.2672,-97.7431,High,0.76,Retail,AI Security Audit,Advisory,Referral,Partner Referral Programme,SR008,Lesedi,International Expansion,500000,2025-01-14,2025-01-17,,,Demo Requested,1,1,0,0,48,0.1908,0.0,5454.69,6288.81,-6288.81,,BWP,5,1,1,1,0,416.4,1,8,Medium,8,6,7,416.4,1,2025-01-14T08:40:00,2025-01-14T17:15:00,74,60,Nurture
CL11593,SESS71593,192.78.186.116,Small,South Africa,SADC,Johannesburg,-26.2041,28.0473,High,0.64,Mining,Fraud Monitoring Solution,Platform,Email Nurture,SME Security Education Series,SR004,Thato,South Africa Enterprise,460000,2025-06-23,,,,Inquiry,1,0,0,0,49,0.1477,0.0,8658.04,12898.83,-12898.83,,BWP,6,1,0,2,0,426.6,0,9,Medium,9,7,6,426.6,0,2025-06-23T08:16:00,2025-06-23T20:54:00,88,67,Sales Ready
CL11594,SESS71594,108.191.244.32,Small,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Healthcare,Fraud Monitoring Solution,Platform,LinkedIn Campaign,B2B Security Decision-Makers,SR003,Lorato,South Africa Enterprise,480000,2025-03-27,,,,Inquiry,1,0,0,0,42,0.1136,0.0,6318.2,12231.65,-12231.65,,BWP,5,1,0,0,0,413.2,0,6,Low,6,2,4,413.2,0,2025-03-27T17:59:00,2025-03-28T04:13:00,32,38,Low Priority
CL11595,SESS71595,85.53.18.212,Medium,Mozambique,SADC,Maputo,-25.9692,32.5732,Medium,0.31,Financial Services,Executive Cyber Training,Training,LinkedIn Campaign,B2B Security Decision-Makers,SR002,Kagiso,Botswana Core,390000,2025-06-06,2025-06-08,,,Demo Requested,1,1,0,0,76,0.47,0.0,12056.23,5643.0,-5643.0,,BWP,3,1,1,1,0,451.0,0,6,High,6,3,5,451.0,0,2025-06-06T13:12:00,2025-06-06T20:16:00,42,61,Nurture
CL11596,SESS71596,47.22.95.92,Large,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Telecommunications,SME Security Package,SME,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR003,Lorato,South Africa Enterprise,480000,2025-05-13,2025-05-14,2025-05-18,,Proposal Sent,1,1,1,0,67,0.4038,0.0,15909.83,8667.65,-8667.65,,BWP,5,1,1,0,0,423.8,0,8,High,8,5,6,423.8,0,2025-05-13T22:19:00,2025-05-14T09:50:00,66,67,Sales Ready
CL11597,SESS71597,152.164.220.10,Large,Namibia,SADC,Windhoek,-22.5609,17.0658,Medium,0.35,Legal Services,AI Security Audit,Advisory,Industry Conference,Johannesburg FinTech Cyber Briefing,SR003,Lorato,South Africa Enterprise,480000,2025-02-13,2025-02-18,2025-02-23,,Proposal Sent,1,1,1,0,54,0.2003,0.0,10590.04,11632.9,-11632.9,,BWP,3,1,1,1,0,477.6,0,7,Medium,7,5,7,477.6,0,2025-02-13T15:38:00,2025-02-14T04:07:00,64,58,Nurture
CL11598,SESS71598,176.43.182.4,Micro,Rwanda,Wider Africa,Kigali,-1.9441,30.0619,Medium,0.41,Retail,AI Security Audit,Advisory,Regional Roadshow,Windhoek SME Security Roadshow,SR006,Boitumelo,Regional Growth,400000,2025-02-10,2025-02-12,2025-02-22,,Proposal Sent,1,1,1,0,74,0.2997,0.0,7259.72,5329.5,-5329.5,,BWP,5,1,1,0,0,452.6,0,8,High,8,6,7,452.6,0,2025-02-10T19:05:00,2025-02-11T03:49:00,76,75,Sales Ready
CL11599,SESS71599,77.4.47.129,Enterprise,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Education,Executive Cyber Training,Training,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR003,Lorato,South Africa Enterprise,480000,2025-06-03,2025-06-08,,,Demo Requested,1,1,0,0,69,0.5148,0.0,13917.99,5947.72,-5947.72,,BWP,5,1,1,0,0,425.7,0,7,High,7,4,5,425.7,0,2025-06-03T11:13:00,2025-06-03T22:39:00,54,62,Nurture
